0,2.3
149569,7.0
149607,12.4
149619,22.3
149621,4.5
152732,10.1
154265,7.4
154278,23.7
154324,21.9
154325,3.2
154342,8.6
154348,22.7
154364,13.2
154377,20.1
154383,1.0
154393,22.9
154427,14.5
154519,20.7
154521,6.8
154536,22.1
154548,23.6
154550,5.1
154553,1.9
154554,14.9
154560,1.8
154578,1.9
154580,21.6
154651,5.4
154719,15.2
154738,1.7
154769,16.1
154786,5.0
154787,22.3
154800,1.0
154876,5.8
154879,20.2
154943,18.3
154978,1.7
155050,11.9
155102,1.4
155141,13.1
155167,8.0
155623,13.6
156177,0.5
158526,7.8
161073,1.3
161074,19.9
161179,19.9
161180,46.3
161752,55.7
161753,7.2
162861,7.1
162862,50.8
162866,50.8
162867,66.2
162868,0.0
162979,0.0
162980,67.7
162981,70.5
162982,0.0
162986,0.0
162987,64.3
162988,66.4
162989,0.0
163083,19.1
163095,3.9
163800,6.0
163803,29.0
163808,20.0
163828,33.7
163833,17.1
163844,16.7
163845,35.5
163891,33.6
163900,25.2
164576,31.4
164581,16.2
164715,10.8
164719,21.8
165461,31.0
165462,6.9
169417,8.8
170376,0.7
170427,10.6
171093,6.3
174421,13.9
174422,69.7
174674,68.9
174675,5.4
176656,0.8
176657,39.0
176704,38.1
176705,16.9
176752,16.9
176753,40.7
176754,40.7
176755,15.8
176772,13.8
176775,36.2
176787,38.1
176788,17.0
178697,21.4
178860,0.5
178939,9.0
179388,6.4
179607,16.9
180920,13.4
180998,17.6
181002,39.3
181022,36.1
181023,18.2
181340,1.1
181555,10.5
181563,4.3
181568,14.7
181585,3.8
181857,12.1
181873,2.1
181968,5.7
182009,0.3
182010,13.1
182016,0.3
182027,18.1
182050,8.6
182101,14.7
182109,8.3
182153,14.1
182167,5.2
182172,18.4
182212,2.0
182228,10.5
182234,19.7
182235,3.6
182240,25.6
182250,8.0
182254,13.7
182263,8.9
182266,29.9
182275,30.2
182276,8.2
182650,11.0
182680,18.8
182760,15.4
182794,1.7
182975,9.4
183094,3.9
183096,25.7
183121,13.3
183398,12.2
183425,6.9
183661,15.8
183683,8.3
211303,5.4
211305,18.4
211396,19.1
211403,2.8
211462,2.9
211463,20.6
211789,1.4
228201,9.9
229145,1.5
231131,9.8
232240,1.6
248380,6.1
473247,7.8
473367,17.6
473415,4.4
1355271,8.6
1355871,9.4
1356826,1.9
1357247,9.6
1362025,2.7
1362944,12.2
1363357,1.8
1363950,10.1
1374326,0.4
1458467,0.6
1458468,13.9
1458470,0.6
1517247,7.7
1517251,9.1
1517252,20.4
1517256,7.0
1523033,5.5
1523034,18.0
1523036,3.9
1530734,9.8
1531516,1.3
1532113,10.4
1532551,7.1
1532552,17.3
1532557,7.7
2309797,5.4
2309889,2.4
2309890,25.6
2309891,4.4
2310529,4.2
2310530,25.9
2310531,4.3
2499999,6.8
